movieId,title,release_year,genres,synopsis,director,main_actors,country
1244,Les yeux dans les Bleus,1998,Documentary,"This documentary follows the French soccer team on their way to victory in the 1998 World Cup in France. Stephane Meunier spent the whole time filming the players, the coach and some other important characters of this victory, giving us a very intimate and nice view of them, as if we were with them.",Stephane Meunier,"Zinedine Zidane,Didier Deschamps,David Trezeguet",France
1245,The Men,1950,Drama,"Ken, a WWII GI, returns home after hes paralyzed in battle. Residing in the paraplegic ward of a veterans hospital and embittered by his condition, he refuses to see his fiancee and sinks into a solitary world of hatred and hostility. Head physician, Dr. Brock cajoles the withdrawn Ken into the life of the ward, where fellow patients Norm, Leo and Angel begin to pull him out of his spiritual dilemma.",Fred Zinnemann,"Marlon Brando,Teresa Wright,Everett Sloane",United States of America
1246,Malcolm X,1992,"Drama, History","A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the 50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",Spike Lee,"Denzel Washington,Angela Bassett,Albert Hall",United States of America
1247,The Ewok Adventure,1984,"Adventure, Family, Fantasy, Science Fiction, TV Movie","Wicket the Ewok and his friends agree to help two shipwrecked human children, Mace and Cindel, on a quest to find their parents.",John Korty,"Eric Walker,Warwick Davis,Fionnula Flanagan",United States of America
1248,The Karate Kid,1984,"Action, Adventure, Drama, Family","Daniel LaRusso moves to Los Angeles with his mother, Lucille, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of high school students, led by Alis ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei, John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",John G. Avildsen,"Ralph Macchio,Pat Morita,Elisabeth Shue",United States of America
1249,Marie Antoinette,2006,"Drama, History","The retelling of Frances iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",Sofia Coppola,"Kirsten Dunst,Jason Schwartzman,Steve Coogan",Japan
1250,The Fortune Cookie,1966,Comedy,"A cameraman is knocked over during a football game. His brother-in-law, as the king of the ambulance-chasing lawyers, starts a suit while hes still knocked out. The cameraman is against it until he hears that his ex-wife will be coming to see him. He pretends to be injured to get her back, but also sees what the strain is doing to the football player who injured him.",Billy Wilder,"Jack Lemmon,Walter Matthau,Ron Rich",United States of America
1251,"Place Your Bets, Ladies",1965,Comedy,A famous American secret service agent tries to rescue a German 17-year-old prodigy scientist who has been captured by the Russians.,Marcel Ophuls,"Eddie Constantine,Nelly Benedetti,Daniel Ceccaldi",Spain
1252,Children of a Lesser God,1986,"Drama, Romance","Starting his new job as an instructor at a New England school for the deaf, James Leeds meets Sarah Norman, a young deaf woman who works at the school as a member of the custodial staff. In spite of Sarahs withdrawn emotional state, a romance slowly develops between the pair.",Randa Haines,"William Hurt,Marlee Matlin,Piper Laurie",United States of America
1253,The Empire Strikes Back,1980,"Adventure, Action, Science Fiction","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",Irvin Kershner,"Mark Hamill,Harrison Ford,Carrie Fisher",United States of America
1254,Return of the Jedi,1983,"Adventure, Action, Science Fiction","Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",Richard Marquand,"Mark Hamill,Harrison Ford,Carrie Fisher",United States of America
1255,Star Wars Episode I - The Phantom Menace,1999,"Adventure, Action, Science Fiction","Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",George Lucas,"Liam Neeson,Ewan McGregor,Natalie Portman",United States of America
1256,Star Wars Episode II - Attack of the Clones,2002,"Adventure, Action, Science Fiction","Following an assassination attempt on Senator Padme Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",George Lucas,"Hayden Christensen,Ewan McGregor,Natalie Portman",United States of America
1257,Star Wars Episode III - Revenge of the Sith,2005,"Adventure, Action, Science Fiction",The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,George Lucas,"Hayden Christensen,Ewan McGregor,Natalie Portman",United States of America
1258,Salvador Puig Antich,2006,"Drama, History","The story of Salvador Puig Antich, one of the last political prisoners to be executed under Francos Fascist State in 1974.",Manuel Huerga,"Daniel Bruhl,Tristan Ulloa,Leonardo Sbaraglia",Spain
1259,The Chinese Botanists Daughters,2006,Drama,At the house of a famous Chinese botanist teacher his daughter and a female intern fall in love with each other - a forbidden love that must be kept secret.,Dai Sijie,"Mylene Jampanoi,Li Xiaoran,Wang Weiguang",Canada
1260,Traffic,2000,"Thriller, Drama, Crime","An exploration of the United States of Americas war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpins sheltered trophy wife must learn her husbands ruthless business after he is arrested, endangering her luxurious lifestyle.",Steven Soderbergh,"Michael Douglas,Benicio del Toro,Catherine Zeta-Jones",United States of America
1261,In Good Company,2004,"Comedy, Drama, Romance","Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dans new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.",Paul Weitz,"Dennis Quaid,Topher Grace,Scarlett Johansson",United States of America
1262,Open Your Eyes,1997,"Drama, Thriller, Science Fiction","A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",Alejandro Amenabar,"Eduardo Noriega,Penelope Cruz,Chete Lera",Spain
1263,Vanilla Sky,2001,"Science Fiction, Romance, Drama, Fantasy, Thriller, Mystery","David Aames has it all wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. Thats just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",Cameron Crowe,"Tom Cruise,Penelope Cruz,Cameron Diaz",United States of America
1264,Memoirs of a Geisha,2005,"Drama, Romance, History","In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",Rob Marshall,"Zhang Ziyi,Gong Li,Michelle Yeoh",United States of America
1265,Die Bettwurst,1971,"Romance, TV Movie","It is love at first sight elderly secretary Luzi and young, unemployed Dietmar find each other by accident in Rosa von Praunheims outrageous genre, social satire.",Rosa von Praunheim,"Dietmar Kracht,Luzi Kryn,Steven Adamczewski",Germany
1266,Solo Sunny,1980,"Music, Drama","Sunny is the singer of band trying to establish itself in the music-scene of East-Berlin. They play regular gigs in small towns, but Sunny feels out of touch with the audience and her life as a whole. She begins a relationship with the amateur saxophonist and studied philosopher Ralph who writes her a very personal song - but his obsession with death and unfaithful lifestyle is not for her. After getting into a quarrel with a band member who harasses her and telling off a show-host she is thrown out of the band. Abandoned, she struggles to regain control over her life.",Konrad Wolf,"Renate Kroner,Fred Duren,Ursula Braun",East Germany
1267,The Beach,2000,"Drama, Adventure, Romance, Thriller","Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",Danny Boyle,"Leonardo DiCaprio,Virginie Ledoyen,Guillaume Canet",United Kingdom
1268,Inherit the Wind,1960,Drama,"Schoolteacher Bertram Cates is arrested for teaching his students Darwins theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.",Stanley Kramer,"Spencer Tracy,Fredric March,Gene Kelly",United States of America
1269,Don Juan DeMarco,1994,"Romance, Drama, Comedy","John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",Jeremy Leven,"Johnny Depp,Marlon Brando,Faye Dunaway",United States of America
1270,SommerHundeSohne,2005,"Comedy, Drama","Summer is the time to travel, enjoy life, and do or leave what you want. A motor home with two occupants makes its way south. But the two travelers do not travel voluntarily, and certainly not together.",Cyril Tuschi,"Fabian Busch,Stipe Erceg,Lilja Loeffler",Germany
1271,The 13th Warrior,1999,"Adventure, History, Action","A Muslim ambassador exiled from his homeland joins a group of Vikings, initially offended by their behavior but growing to respect them. As they travel together, they learn of a legendary evil closing in and must unite to confront this formidable force.",John McTiernan,"Antonio Banderas,Diane Venora,Dennis Storhi",United States of America
1272,Reclaim Your Brain,2007,"Comedy, Drama","Frustrated, because he is forced to produce bad TV-shows, a manager of a TV-station, enters the station and manipulates the ratings, to initiate a TV-revolution.",Hans Weingartner,"Moritz Bleibtreu,Elsa Sophie Gambard,Gregor Bloeb",Germany
1273,The Sea Inside,2004,Drama,"Ramon Sampedro is a ship mechanic and part-time poet left a quadriplegic following a diving accident. Ramon fought for 30 years for the legal right to end his own life. He develops close relationships with his long-term lawyer Julia and his friend Rosa, who tries to convince him that his life is worth living. Despite his situation, Ramon manages to inspire those around him to live life to the fullest.",Alejandro Amenabar,"Javier Bardem,Belen Rueda,Lola Duenas",France
1274,Raise the Red Lantern,1991,Drama,"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",Zhang Yimou,"Gong Li,Ma Jingwu,He Saifei",China
1275,"Manta, Manta",1991,"Comedy, Action","A not so clever guy called Bertie with a Opel Manta a low budget European sports-coupe from the 80s gets competition in a street race from a guy with a fast Mercedes, and another slick guy with a Ferrari tries to get his hands on Berties girlfriend.",Wolfgang Buld,"Til Schweiger,Tina Ruland,Stefan Gebelhoff",Germany
1276,Who Killed Bambi,2003,Thriller,"Isabelle, a beautiful nursing student, is starting her internship at a prestigious hospital. She meets Dr. Philip there, feels atracted to him from the beggining and starts suffering from strange fainting so he calls her Bambi her legs dont support her. Patients mysteriously start to dissappear from their rooms so Bambi and Dr. Philip start a cat vs. mouse paranoid game, in order to catch the probable killer.",Gilles Marchand,"Laurent Lucas,Sophie Quinton,Catherine Jacob",France
1277,Or My Treasure,2004,Drama,"Or shoulders a lot shes 17 or 18, a student, works evenings at a restaurant, recycles cans and bottles for cash, and tries to keep her mother Ruthie from returning to streetwalking in Tel Aviv. Ruthie calls Or my treasure, but Ruthie is a burden. Shes just out of hospital, weak, and Or has found her a job as a house cleaner. The call of the quick money on the street is tough for Ruthie to ignore. Ors emotions roil further when the mother of the youth shes in love with comes to the flat to warn her off. With love fading and Ruthie perhaps beyond help, Ors choices narrow.",Keren Yedaya,"Ronit Elkabetz,Dana Ivgy,Meshar Cohen",France
1278,Away from Her,2007,"Drama, Romance","Fiona and Grant have been married for nearly 50 years. They have to face the fact that Fionas absent-mindedness is a symptom of Alzheimers disease. She must go to a specialized nursing home, where she slowly forgets Grant and turns her affection to Aubrey, another patient in the home.",Sarah Polley,"Gordon Pinsent,Julie Christie,Michael Murphy",Canada
1279,Crime of Passion,1956,"Drama, Crime, Thriller","Kathy leaves the newspaper business to marry homicide detective Bill, but is frustrated by his lack of ambition and the banality of life in the suburbs. Her drive to advance Bills career soon takes her down a dangerous path.",Gerd Oswald,"Barbara Stanwyck,Sterling Hayden,Raymond Burr",United States of America
1280,Sweet November,2001,"Drama, Romance","Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever.",Pat OConnor,"Keanu Reeves,Charlize Theron,Jason Isaacs",United States of America
1281,Irina Palm,2007,Drama,"Maggie, a quiet retiring grandmother, finds herself helpless as her grandsons health deteriorates. When one last chance appears, but money is desperately short, Maggie acts to raise the cash in a fashion that surprises everyone but her.",Sam Garbarski,"Marianne Faithfull,Miki Manojlovic,Kevin Bishop",Belgium
1282,Twin Peaks Fire Walk with Me,1992,"Drama, Mystery, Horror","In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",David Lynch,"Sheryl Lee,Ray Wise,Madchen Amick",United States of America
1283,Superman,1978,"Science Fiction, Action, Adventure",Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.,Richard Donner,"Christopher Reeve,Margot Kidder,Gene Hackman",United Kingdom
1284,Agnes and His Brothers,2004,Drama,"Focuses on three very different siblings, all searching for happiness. Hans-Jorg is a sex addicted librarian, who is interested in young students. Werner is a successful politician with a dysfunctional family. Agnes, a trans woman, works as a table dancer in a night club. The three brothers just have one thing in common their longing for a happy life.",Oskar Roehler,"Moritz Bleibtreu,Martin Wei,Herbert Knaup",Germany
1285,110901September 11,2002,Drama,"Filmmakers from all over the world provide short films  each of which is eleven minutes, nine seconds, and one frame of film in length  that offer differing perspectives on the 911 terrorist attacks.",Samira Makhmalbaf,"Ernest Borgnine,Maryam Karimi,Emmanuelle Laborit",Bosnia and Herzegovina
1286,Hulk,2003,"Science Fiction, Adventure, Action","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",Ang Lee,"Eric Bana,Jennifer Connelly,Sam Elliott",United States of America
1287,The Amazing Spider-Man,2012,"Action, Adventure, Science Fiction","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents disappearance  leading him directly to Oscorp and the lab of Dr. Curt Connors, his fathers former partner. As Spider-Man is set on a collision course with Connors alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",Marc Webb,"Andrew Garfield,Emma Stone,Rhys Ifans",United States of America
1288,Stomp the Yard,2007,"Drama, Music","After the death of his younger brother, a troubled 19-year-old street dancer from Los Angeles is able to bypass juvenile hall by enrolling in the historically black, Truth University in Atlanta, Georgia. But his efforts to get an education and woo the girl he likes are sidelined when he is courted by the top two campus fraternities, both of which want and need his fierce street-style dance moves to win the highly coveted national step show competition.",Sylvain White,"Columbus Short,Meagan Good,Ne-Yo",United States of America
1289,The Others,2001,"Horror, Mystery, Thriller","Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",Alejandro Amenabar,"Nicole Kidman,Alakina Mann,Fionnula Flanagan",Spain
1290,Shakespeare in Love,1998,"Romance, History, Comedy","Young Shakespeare is forced to stage his latest comedy, Romeo and Ethel, the Pirates Daughter, before its even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life and title. As their relationship progresses, Shakespeares comedy soon transforms into tragedy.",John Madden,"Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush",United States of America
1291,Me and My Sister,2004,"Drama, Comedy","Louise, who has just written a novel, comes to Paris to meet with a potential publisher. While in the city, she stays with her older sister, Martine, who in many ways is the exact opposite of Louise she lives in a fashionable neighborhood, is cold to others, and has snobby friends, while Louise lives in a small town and is thoroughly unpretentious. Louises apparent happiness -- and similarities to their mother -- gradually gets on Martines nerves.",Alexandra Leclere,"Isabelle Huppert,Catherine Frot,Francois Berleand",France
1292,River of No Return,1954,"Adventure, Western",An itinerant farmer and his young son help a heart-of-gold saloon singer search for her estranged husband.,Otto Preminger,"Robert Mitchum,Marilyn Monroe,Rory Calhoun",United States of America
1293,Bonjour Tristesse,1958,"Drama, Romance","Cecile is a decadent young girl who lives with her rich playboy father, Raymond. When Anne, Raymonds old love interest, comes to Raymonds villa, Cecile is afraid for her way of life.",Otto Preminger,"Deborah Kerr,David Niven,Jean Seberg",United Kingdom
1294,Angel Face,1953,"Drama, Crime",Ambulance driver Frank Jessup is ensnared in the schemes of the sensuous but dangerous Diane Tremayne.,Otto Preminger,"Robert Mitchum,Jean Simmons,Mona Freeman",United States of America
1295,Laura,1944,"Drama, Mystery",A police detective falls in love with the woman whose murder hes investigating.,Otto Preminger,"Dana Andrews,Gene Tierney,Clifton Webb",United States of America
1296,Porgy and Bess,1959,"Music, Drama, Romance","In the early 1900s, the fictional Catfish Row section of Charleston, South Carolina serves as home to a black fishing community. Crippled beggar Porgy, who travels about in a goat-drawn cart, loves the drug-addicted Bess, who lives with stevedore Crown, the local bully.",Otto Preminger,"Sidney Poitier,Dorothy Dandridge,Sammy Davis Jr.",United States of America
1297,Exodus,1960,"Drama, War","Ari Ben Canaan, a passionate member of the Jewish paramilitary group Haganah, attempts to transport 600 Jewish refugees on a dangerous voyage from Cyprus to Palestine on a ship named the Exodus. He faces obstruction from British forces, who will not grant the ship passage to its destination.",Otto Preminger,"Paul Newman,Eva Marie Saint,Ralph Richardson",United States of America
1298,Bunny Lake Is Missing,1965,"Mystery, Thriller","A woman reports that her young daughter is missing, but there seems to be no evidence that she ever existed.",Otto Preminger,"Carol Lynley,Laurence Olivier,Keir Dullea",United Kingdom
1299,Rosebud,1975,"Action, Thriller",In a bold coup a Palestinian terrorist group captures the yacht Rosebud and kidnaps the millionaires five daughters on it. At first they demand film clips to be shown on major European TV stations. Undercover agent Martin is hired to hunt the terrorists down.,Otto Preminger,"Peter OToole,Richard Attenborough,Kim Cattrall",United States of America
1300,The Door in the Floor,2004,Drama,"The lives of Ted and Marion Cole are thrown into disarray when their two adolescent sons die in a car wreck. Marion withdraws from Ted and Ruth, the couples daughter. Ted, a well-known writer, hires as his assistant a student named Eddie, who looks oddly similar to one of the Coles dead sons. The couple separate, and Marion begins an affair with Eddie, while Ted has a dalliance with his neighbor Evelyn.",Tod Williams,"Jeff Bridges,Kim Basinger,Jon Foster",United States of America
1301,Nell,1994,"Drama, Thriller","In a remote woodland cabin, a small town doctor discovers Nell  a beautiful young hermit woman with many secrets.",Michael Apted,"Jodie Foster,Liam Neeson,Natasha Richardson",United States of America
1302,eXistenZ,1999,"Action, Thriller, Science Fiction",A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,David Cronenberg,"Jennifer Jason Leigh,Jude Law,Ian Holm",Canada
1303,An Unfinished Life,2005,Drama,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. One day, the woman he blames for the death of his only son arrives at his door broke, desperate and with a granddaughter hes never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure and forgiveness.",Lasse Hallstrom,"Robert Redford,Jennifer Lopez,Morgan Freeman",United States of America
1304,Crank,2006,"Action, Thriller, Crime","Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",Brian Taylor,"Jason Statham,Amy Smart,Jose Pablo Cantillo",United States of America
1305,Zodiac,2007,"Crime, Drama, Mystery, Thriller","The Zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.",David Fincher,"Jake Gyllenhaal,Mark Ruffalo,Anthony Edwards",United States of America
1306,Lucky You,2007,"Drama, Romance",A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,Curtis Hanson,"Eric Bana,Drew Barrymore,Robert Duvall",United States of America
1307,Manderlay,2005,Drama,"In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially, slavery is illegal and Grace stands up against the farmers. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes, Grace sees the social and economic reality of Manderlay.",Lars von Trier,"Bryce Dallas Howard,Isaach de Bankole,Danny Glover",Denmark
1308,The Butterfly Effect,2004,"Science Fiction, Thriller","A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",Eric Bress,"Ashton Kutcher,Amy Smart,Melora Walters",Canada
1309,The Elephant Man,1980,"Drama, History","A Victorian surgeon rescues a heavily disfigured man being mistreated by his owner as a side-show freak. Behind his monstrous facade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick called John Merrick in the film, a severely deformed man in 19th century London.",David Lynch,"Anthony Hopkins,John Hurt,Anne Bancroft",United States of America
1310,Gerry,2002,"Drama, Adventure, Mystery",Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,Gus Van Sant,"Casey Affleck,Matt Damon",Argentina
1311,Enough,2002,"Drama, Thriller","Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitchs hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her childs safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",Michael Apted,"Jennifer Lopez,Billy Campbell,Tessa Allen",United States of America
1312,8 Women,2002,"Comedy, Thriller, Mystery","Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",Francois Ozon,"Catherine Deneuve,Isabelle Huppert,Fanny Ardant",France
1313,Swept from the Sea,1998,"Drama, Romance","The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.",Beeban Kidron,"Rachel Weisz,Vincent Perez,Ian McKellen",United Kingdom
1314,My Name Is Bruce,2007,"Comedy, Horror, Fantasy",B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,Bruce Campbell,"Bruce Campbell,Taylor Sharpe,Grace Thorsen",United States of America
1315,Love in Thoughts,2004,Drama,"A posthumous look at the last days of Guenthers life as he, his best friend, and his sister let loose on a four-day binge of alcohol, drugs, and sex.",Achim von Borries,"Daniel Bruhl,August Diehl,Anna Maria Muhe",Germany
1316,The Bow,2005,Drama,"On a fishing boat at sea, a 60-year old man has been raising a girl since she was a child. It is agreed that they will get married on her 17th birthday. They live a quiet and secluded life, renting the boat to day fishermen and practicing strange divination rites. Their life changes when a teenage student comes aboard.",Kim Ki-duk,"Han Yeo-reum,Jeon Seong-hwan,Seo Ji-seok",Japan
1317,A Friend of Mine,2006,Drama,"An introverted insurance executive at a car rental service is annoyed by his hyperactive, garrulous coworker, but the two end up becoming friends.",Sebastian Schipper,"Daniel Bruhl,Jurgen Vogel,Sabine Timoteo",Germany
1318,A Perfect Murder,1998,"Crime, Thriller, Drama","Millionaire industrialist Steven Taylor is a man who has everything but what he craves most the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",Andrew Davis,"Michael Douglas,Gwyneth Paltrow,Viggo Mortensen",United States of America
1319,Alexander,2004,"War, History, Action, Adventure, Drama, Romance","Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",Oliver Stone,"Colin Farrell,Angelina Jolie,Val Kilmer",France
1320,Ask the Dust,2006,"Romance, Drama","Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.",Robert Towne,"Colin Farrell,Salma Hayek Pinault,Donald Sutherland",United States of America
1321,Fools Rush In,1997,"Comedy, Drama, Romance","After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of ones own cultural traditions.",Andy Tennant,"Matthew Perry,Salma Hayek Pinault,Jon Tenney",United States of America
1322,Bandidas,2006,"Action, Comedy, Western, Crime","When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeanceand a few good heists.",Joachim Rnning,"Penelope Cruz,Salma Hayek Pinault,Steve Zahn",United States of America
1323,The Grudge,2004,"Horror, Mystery, Thriller","An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",Takashi Shimizu,"Sarah Michelle Gellar,Jason Behr,Takako Fuji",United States of America
1324,The Grudge 2,2006,"Horror, Thriller","A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo, a mean high school prank goes horribly wrong, and strange things begin happening in a Chicago apartment building.",Takashi Shimizu,"Amber Tamblyn,Edison Chen,Takako Fuji",United States of America
1325,Jezebel,1938,"Drama, Romance","In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.",William Wyler,"Bette Davis,Henry Fonda,George Brent",United States of America
1326,The Grudge 3,2009,"Mystery, Horror, Thriller","Jake Kimble, the sole survivor of the Chicago massacre, is killed while in solitary confinement. His doctor begins investigating the claims he made about a long-haired woman in white, as a mysterious Japanese woman arrives at his old apartment building to help them get rid of the curse.",Toby Wilkins,"Johanna Braddy,Emi Ikehata,Jadie-Rose Hobson",United States of America
1327,Stage Fright,1950,Thriller,A struggling actress tries to help a friend prove his innocence when hes accused of murdering the husband of a high-society entertainer.,Alfred Hitchcock,"Jane Wyman,Marlene Dietrich,Michael Wilding",United Kingdom
1328,Fantastic Four Rise of the Silver Surfer,2007,"Science Fiction, Adventure, Action","The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable Silver Surfer, but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",Tim Story,"Ioan Gruffudd,Jessica Alba,Chris Evans",Germany
1329,Bra Boys,2007,"Comedy, Documentary",A film about the cultural evolution of the Sydney beach side suburb of Maroubra and the social struggle faced by its youth - the notorious surf gang known as the Bra Boys.,Sunny Abberton,"Russell Crowe,Jai Abberton,Koby Abberton",Australia
1330,Nineteen Eighty Four,1956,"Science Fiction, Drama","In a totalitarian future society, a man whose daily work is rewriting history tries to rebel by falling in love.",Michael Anderson,"Edmond OBrien,Jan Sterling,Michael Redgrave",United Kingdom
1331,The Constant Gardener,2005,"Drama, Mystery, Thriller","Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",Fernando Meirelles,"Ralph Fiennes,Rachel Weisz,Danny Huston",China
1332,Live and Become,2005,Drama,"In 1980, the black Falashas in Ethiopia are recognised as genuine Jews and are secretly carried to Israel. The day before the transport the son of a Jewish mother dies. In his place and with his name Schlomo she takes a Christian 9-year-old boy.",Radu Mihaileanu,"Moshe Abebe,Moshe Agazai,Sirak M. Sabahat",France
